Country,Cumulative_Cases,Date,Recovered,Deaths,,,,,
United Kingdom,6,2003-05-09,6,0,,,,,
United States,63,2003-05-09,33,0,,,,,
Viet Nam,63,2003-05-09,58,5,,,,,
Total,7183,2003-05-09,3023,514,,,,,
Australia,4,2003-05-10,4,0,,,,,
Brazil,2,2003-05-10,2,0,,,,,
Bulgaria,1,2003-05-10,0,0,,,,,
Canada,145,2003-05-10,97,22,,,,,
China,4884,2003-05-10,1620,235,,,,,
"China, Hong Kong Special Administrative Region^4",1674,2003-05-10,1035,212,,,,,
"China, Macao Special Administrative Region",1,2003-05-10,0,0,,,,,
"China, Taiwan",172,2003-05-10,26,18,,,,,
Colombia,1,2003-05-10,1,0,,,,,
Finland,1,2003-05-10,0,0,,,,,
France,7,2003-05-10,4,0,,,,,
Germany,9,2003-05-10,9,0,,,,,
India,1,2003-05-10,0,0,,,,,
Indonesia,2,2003-05-10,1,0,,,,,
Italy,9,2003-05-10,9,0,,,,,
Kuwait,1,2003-05-10,1,0,,,,,
Malaysia,7,2003-05-10,4,2,,,,,
Mongolia,9,2003-05-10,6,0,,,,,
New Zealand,1,2003-05-10,1,0,,,,,
Philippines,10,2003-05-10,2,2,,,,,
Poland,1,2003-05-10,0,0,,,,,
Republic of Ireland,1,2003-05-10,1,0,,,,,
Republic of Korea,1,2003-05-10,1,0,,,,,
Romania,1,2003-05-10,1,0,,,,,
Singapore,205,2003-05-10,155,27,,,,,
South Africa,1,2003-05-10,0,1,,,,,
Spain,1,2003-05-10,1,0,,,,,
Sweden,3,2003-05-10,2,0,,,,,
Switzerland,1,2003-05-10,1,0,,,,,
Thailand,7,2003-05-10,5,2,,,,,
United Kingdom,6,2003-05-10,6,0,,,,,
United States,64,2003-05-10,34,0,,,,,
Viet Nam,63,2003-05-10,58,5,,,,,
Total,7296,2003-05-10,3087,526,,,,,
Australia,6,2003-05-12,6,0,,,,,
Brazil,2,2003-05-12,2,0,,,,,
Bulgaria,1,2003-05-12,0,0,,,,,
Canada,143,2003-05-12,98,22,,,,,
China,5013,2003-05-12,1693,252,,,,,
"China, Hong Kong Special Administrative Region^5",1683,2003-05-12,1066,218,,,,,
"China, Macao Special Administrative Region",1,2003-05-12,0,0,,,,,
"China, Taiwan",184,2003-05-12,26,20,,,,,
Colombia,1,2003-05-12,1,0,,,,,
Finland,1,2003-05-12,0,0,,,,,
France,7,2003-05-12,4,0,,,,,
Germany,9,2003-05-12,9,0,,,,,
India,1,2003-05-12,0,0,,,,,
Indonesia,2,2003-05-12,1,0,,,,,
Italy,9,2003-05-12,8,0,,,,,
Kuwait,1,2003-05-12,1,0,,,,,
Malaysia,7,2003-05-12,4,2,,,,,
Mongolia,9,2003-05-12,6,0,,,,,
New Zealand,1,2003-05-12,1,0,,,,,
Philippines,10,2003-05-12,3,2,,,,,
Poland,1,2003-05-12,0,0,,,,,
Republic of Ireland,1,2003-05-12,1,0,,,,,
Republic of Korea,2,2003-05-12,1,0,,,,,
Romania,1,2003-05-12,1,0,,,,,
Singapore,205,2003-05-12,156,28,,,,,
South Africa,1,2003-05-12,0,1,,,,,
Spain,1,2003-05-12,1,0,,,,,
Sweden,3,2003-05-12,2,0,,,,,
Switzerland,1,2003-05-12,1,0,,,,,
Thailand,7,2003-05-12,5,2,,,,,
United Kingdom,6,2003-05-12,6,0,,,,,
United States,64,2003-05-12,34,0,,,,,
Viet Nam,63,2003-05-12,58,5,,,,,
Total,7447,2003-05-12,3195,552,,,,,
Australia,6,2003-05-13,6,0,,,,,
Brazil,2,2003-05-13,2,0,,,,,
Bulgaria,1,2003-05-13,0,0,,,,,
Canada,143,2003-05-13,99,22,,,,,
China,5086,2003-05-13,1765,262,,,,,
"China, Hong Kong Special Administrative Region^4",1689,2003-05-13,1090,225,,,,,
"China, Macao Special Administrative Region",1,2003-05-13,0,0,,,,,
"China, Taiwan",207,2003-05-13,30,24,,,,,
Colombia,1,2003-05-13,1,0,,,,,
Finland,1,2003-05-13,0,0,,,,,
France,7,2003-05-13,4,0,,,,,
Germany,9,2003-05-13,9,0,,,,,
India,3,2003-05-13,0,0,,,,,
Indonesia,2,2003-05-13,1,0,,,,,
Italy,9,2003-05-13,9,0,,,,,
Kuwait,1,2003-05-13,1,0,,,,,
Malaysia,7,2003-05-13,4,2,,,,,
Mongolia,9,2003-05-13,6,0,,,,,
New Zealand,1,2003-05-13,1,0,,,,,
Philippines,10,2003-05-13,3,2,,,,,
Republic of Ireland,1,2003-05-13,1,0,,,,,
Republic of Korea,2,2003-05-13,1,0,,,,,
Romania,1,2003-05-13,1,0,,,,,
Singapore,205,2003-05-13,157,28,,,,,
South Africa,1,2003-05-13,0,1,,,,,
Spain,1,2003-05-13,1,0,,,,,
Sweden,3,2003-05-13,3,0,,,,,
Switzerland,1,2003-05-13,1,0,,,,,
Thailand,7,2003-05-13,5,2,,,,,
United Kingdom,4,2003-05-13,4,0,,,,,
United States,64,2003-05-13,35,0,,,,,
Viet Nam,63,2003-05-13,58,5,,,,,
Total,7548,2003-05-13,3298,573,,,,,
Australia,6,2003-05-14,6,0,,,,,
Brazil,2,2003-05-14,2,0,,,,,
Bulgaria,1,2003-05-14,0,0,,,,,
Canada,143,2003-05-14,104,23,,,,,
China,5124,2003-05-14,1811,267,,,,,
"China, Hong Kong Special Administrative Region^4",1698,2003-05-14,1128,227,,,,,
"China, Macao Special Administrative Region",1,2003-05-14,0,0,,,,,
"China, Taiwan",238,2003-05-14,38,30,,,,,
Colombia,1,2003-05-14,1,0,,,,,
Finland,1,2003-05-14,0,0,,,,,
France,7,2003-05-14,4,0,,,,,
Germany,9,2003-05-14,9,0,,,,,
India,3,2003-05-14,0,0,,,,,
Indonesia,2,2003-05-14,2,0,,,,,
Italy,9,2003-05-14,9,0,,,,,
Kuwait,1,2003-05-14,1,0,,,,,
Malaysia,7,2003-05-14,5,2,,,,,
Mongolia,9,2003-05-14,6,0,,,,,
New Zealand,1,2003-05-14,1,0,,,,,
Philippines,10,2003-05-14,3,2,,,,,
Republic of Ireland,1,2003-05-14,1,0,,,,,
Republic of Korea,3,2003-05-14,1,0,,,,,
Romania,1,2003-05-14,1,0,,,,,
Singapore,205,2003-05-14,157,28,,,,,
South Africa,1,2003-05-14,0,1,,,,,
Spain,1,2003-05-14,1,0,,,,,
Sweden,3,2003-05-14,3,0,,,,,
Switzerland,1,2003-05-14,1,0,,,,,
Thailand,8,2003-05-14,5,2,,,,,
United Kingdom,4,2003-05-14,4,0,,,,,
United States,64,2003-05-14,35,0,,,,,
Viet Nam,63,2003-05-14,58,5,,,,,
Total,7628,2003-05-14,3397,587,,,,,
Australia,6,2003-05-15,6,0,,,,,
Brazil,2,2003-05-15,2,0,,,,,
Bulgaria,1,2003-05-15,0,0,,,,,
Canada,142,2003-05-15,107,23,,,,,
China,5163,2003-05-15,1858,271,,,,,
"China, Hong Kong Special Administrative Region^4",1703,2003-05-15,1160,234,,,,,
"China, Macao Special Administrative Region",1,2003-05-15,0,0,,,,,
"China, Taiwan",264,2003-05-15,38,30,,,,,
Colombia,1,2003-05-15,1,0,,,,,
Finland,1,2003-05-15,0,0,,,,,
France,7,2003-05-15,4,0,,,,,
Germany,9,2003-05-15,9,0,,,,,
India,3,2003-05-15,3,0,,,,,
Indonesia,2,2003-05-15,2,0,,,,,
Italy,9,2003-05-15,9,0,,,,,
Kuwait,1,2003-05-15,1,0,,,,,
Malaysia,7,2003-05-15,5,2,,,,,
Mongolia,9,2003-05-15,7,0,,,,,
New Zealand,1,2003-05-15,1,0,,,,,
Philippines,12,2003-05-15,4,2,,,,,
Republic of Ireland,1,2003-05-15,1,0,,,,,
Republic of Korea,3,2003-05-15,1,0,,,,,
Romania,1,2003-05-15,1,0,,,,,
Singapore,205,2003-05-15,157,28,,,,,
South Africa,1,2003-05-15,0,1,,,,,
Spain,1,2003-05-15,1,0,,,,,
Sweden,3,2003-05-15,3,0,,,,,
Switzerland,1,2003-05-15,1,0,,,,,
Thailand,8,2003-05-15,5,2,,,,,
United Kingdom,4,2003-05-15,4,0,,,,,
United States,64,2003-05-15,35,0,,,,,
Viet Nam,63,2003-05-15,58,5,,,,,
Total,7699,2003-05-15,3484,598,,,,,
Australia,6,2003-05-16,6,0,,,,,
Brazil,2,2003-05-16,2,0,,,,,
Bulgaria,1,2003-05-16,0,0,,,,,
Canada,140,2003-05-16,106,23,,,,,
China,5191,2003-05-16,1947,275,,,,,
"China, Hong Kong Special Administrative Region^4",1706,2003-05-16,1171,238,,,,,
"China, Macao Special Administrative Region",1,2003-05-16,0,0,,,,,
"China, Taiwan",274,2003-05-16,46,35,,,,,
Colombia,1,2003-05-16,1,0,,,,,
Finland,1,2003-05-16,0,0,,,,,
France,7,2003-05-16,4,0,,,,,
Germany,9,2003-05-16,9,0,,,,,
India,3,2003-05-16,3,0,,,,,
Indonesia,2,2003-05-16,2,0,,,,,
Italy,9,2003-05-16,9,0,,,,,
Kuwait,1,2003-05-16,1,0,,,,,
Malaysia,7,2003-05-16,5,2,,,,,
Mongolia,9,2003-05-16,7,0,,,,,
New Zealand,1,2003-05-16,1,0,,,,,
Philippines,12,2003-05-16,4,2,,,,,
Republic of Ireland,1,2003-05-16,1,0,,,,,
Republic of Korea,3,2003-05-16,1,0,,,,,
Romania,1,2003-05-16,1,0,,,,,
Singapore,205,2003-05-16,157,28,,,,,
South Africa,1,2003-05-16,0,1,,,,,
Spain,1,2003-05-16,1,0,,,,,
Sweden,3,2003-05-16,3,0,,,,,
Switzerland,1,2003-05-16,1,0,,,,,
Thailand,8,2003-05-16,5,2,,,,,
United Kingdom,4,2003-05-16,4,0,,,,,
United States,65,2003-05-16,34,0,,,,,
Viet Nam,63,2003-05-16,58,5,,,,,
Total,7739,2003-05-16,3590,611,,,,,
Australia,6,2003-05-17,6,0,,,,,
Brazil,2,2003-05-17,2,0,,,,,
Canada,140,2003-05-17,106,23,,,,,
China,5209,2003-05-17,2009,282,,,,,
"China, Hong Kong Special Administrative Region^4",1710,2003-05-17,1191,243,,,,,
"China, Macao Special Administrative Region",1,2003-05-17,0,0,,,,,
"China, Taiwan",274,2003-05-17,46,35,,,,,
Colombia,1,2003-05-17,1,0,,,,,
Finland,1,2003-05-17,0,0,,,,,
France,7,2003-05-17,6,0,,,,,
Germany,9,2003-05-17,9,0,,,,,
India,3,2003-05-17,3,0,,,,,
Indonesia,2,2003-05-17,2,0,,,,,
Italy,9,2003-05-17,9,0,,,,,
Kuwait,1,2003-05-17,1,0,,,,,
Malaysia,7,2003-05-17,5,2,,,,,
Mongolia,9,2003-05-17,7,0,,,,,
New Zealand,1,2003-05-17,1,0,,,,,
Philippines,12,2003-05-17,4,2,,,,,
Republic of Ireland,1,2003-05-17,1,0,,,,,
Republic of Korea,3,2003-05-17,1,0,,,,,
Romania,1,2003-05-17,1,0,,,,,
Singapore,205,2003-05-17,157,28,,,,,
South Africa,1,2003-05-17,0,1,,,,,
Spain,1,2003-05-17,1,0,,,,,
Sweden,3,2003-05-17,3,0,,,,,
Switzerland,1,2003-05-17,1,0,,,,,
Thailand,8,2003-05-17,5,2,,,,,
United Kingdom,4,2003-05-17,4,0,,,,,
United States,66,2003-05-17,34,0,,,,,
Viet Nam,63,2003-05-17,58,5,,,,,
Total,7761,2003-05-17,3674,623,,,,,
Australia,6,2003-05-19,6,0,,,,,
Brazil,2,2003-05-19,2,0,,,,,
Canada,140,2003-05-19,106,23,,,,,
China,5236,2003-05-19,2148,289,,,,,
"China, Hong Kong Special Administrative Region^5",1714,2003-05-19,1213,251,,,,,
"China, Macao Special Administrative Region",1,2003-05-19,0,0,,,,,
"China, Taiwan",344,2003-05-19,50,40,,,,,
Colombia,1,2003-05-19,1,0,,,,,
Finland,1,2003-05-19,0,0,,,,,
France,7,2003-05-19,6,0,,,,,
Germany,9,2003-05-19,9,0,,,,,
India,3,2003-05-19,3,0,,,,,
Indonesia,2,2003-05-19,2,0,,,,,
Italy,9,2003-05-19,9,0,,,,,
Kuwait,1,2003-05-19,1,0,,,,,
Malaysia,7,2003-05-19,5,2,,,,,
Mongolia,9,2003-05-19,8,0,,,,,
New Zealand,1,2003-05-19,1,0,,,,,
Philippines,12,2003-05-19,8,2,,,,,
Republic of Ireland,1,2003-05-19,1,0,,,,,
Republic of Korea,3,2003-05-19,1,0,,,,,
Romania,1,2003-05-19,1,0,,,,,
Singapore,206,2003-05-19,160,28,,,,,
South Africa,1,2003-05-19,0,1,,,,,
Spain,1,2003-05-19,1,0,,,,,
Sweden,3,2003-05-19,3,0,,,,,
Switzerland,1,2003-05-19,1,0,,,,,
Thailand,8,2003-05-19,5,2,,,,,
United Kingdom,4,2003-05-19,4,0,,,,,
United States,67,2003-05-19,34,0,,,,,
Viet Nam,63,2003-05-19,58,5,,,,,
Total,7864,2003-05-19,3847,643,,,,,
Australia,6,2003-05-20,6,0,,,,,
Brazil,2,2003-05-20,2,0,,,,,
Canada,140,2003-05-20,106,23,,,,,
China,5248,2003-05-20,2254,294,,,,,
"China, Hong Kong Special Administrative Region^4",1718,2003-05-20,1229,253,,,,,
"China, Macao Special Administrative Region",1,2003-05-20,0,0,,,,,
"China, Taiwan",383,2003-05-20,63,52,,,,,
Colombia,1,2003-05-20,1,0,,,,,
Finland,1,2003-05-20,0,0,,,,,
France,7,2003-05-20,6,0,,,,,
Germany,9,2003-05-20,9,0,,,,,
India,3,2003-05-20,3,0,,,,,
Indonesia,2,2003-05-20,2,0,,,,,
Italy,9,2003-05-20,9,0,,,,,
Kuwait,1,2003-05-20,1,0,,,,,
Malaysia,7,2003-05-20,5,2,,,,,
Mongolia,9,2003-05-20,8,0,,,,,
New Zealand,1,2003-05-20,1,0,,,,,
Philippines,12,2003-05-20,8,2,,,,,
Republic of Ireland,1,2003-05-20,1,0,,,,,
Republic of Korea,3,2003-05-20,2,0,,,,,
Romania,1,2003-05-20,1,0,,,,,
Singapore,206,2003-05-20,161,28,,,,,
South Africa,1,2003-05-20,0,1,,,,,
Spain,1,2003-05-20,1,0,,,,,
Sweden,3,2003-05-20,3,0,,,,,
Switzerland,1,2003-05-20,1,0,,,,,
Thailand,8,2003-05-20,5,2,,,,,
United Kingdom,4,2003-05-20,4,0,,,,,
United States,67,2003-05-20,34,0,,,,,
Viet Nam,63,2003-05-20,58,5,,,,,
Total,7919,2003-05-20,3984,662,,,,,
Australia,6,2003-05-21,6,0,,,,,
Brazil,2,2003-05-21,2,0,,,,,
Canada,140,2003-05-21,108,23,,,,,
China,5249,2003-05-21,2335,296,,,,,
"China, Hong Kong Special Administrative Region^4",1719,2003-05-21,1237,255,,,,,
"China, Macao Special Administrative Region",1,2003-05-21,0,0,,,,,
"China, Taiwan",418,2003-05-21,71,52,,,,,
Colombia,1,2003-05-21,1,0,,,,,
Finland,1,2003-05-21,1,0,,,,,
France,7,2003-05-21,6,0,,,,,
Germany,9,2003-05-21,9,0,,,,,
India,3,2003-05-21,3,0,,,,,
Indonesia,2,2003-05-21,2,0,,,,,
Italy,9,2003-05-21,9,0,,,,,
Kuwait,1,2003-05-21,1,0,,,,,
Malaysia,8,2003-05-21,5,2,,,,,
Mongolia,9,2003-05-21,8,0,,,,,
New Zealand,1,2003-05-21,1,0,,,,,
Philippines,12,2003-05-21,10,2,,,,,
Republic of Ireland,1,2003-05-21,1,0,,,,,
Republic of Korea,3,2003-05-21,2,0,,,,,
Romania,1,2003-05-21,1,0,,,,,
Singapore,206,2003-05-21,161,28,,,,,
South Africa,1,2003-05-21,0,1,,,,,
Spain,1,2003-05-21,1,0,,,,,
Sweden,3,2003-05-21,3,0,,,,,
Switzerland,1,2003-05-21,1,0,,,,,
Thailand,8,2003-05-21,5,2,,,,,
United Kingdom,4,2003-05-21,4,0,,,,,
United States,66,2003-05-21,33,0,,,,,
Viet Nam,63,2003-05-21,58,5,,,,,
Total,7956,2003-05-21,4085,666,,,,,
Australia,6,2003-05-22,6,0,,,,,
Brazil,2,2003-05-22,2,0,,,,,
Canada,140,2003-05-22,109,23,,,,,
China,5271,2003-05-22,2445,300,,,,,
"China, Hong Kong Special Administrative Region4",1722,2003-05-22,1247,258,,,,,
"China, Macao Special Administrative Region",2,2003-05-22,0,0,,,,,
"China, Taiwan",483,2003-05-22,74,60,,,,,
Colombia,1,2003-05-22,1,0,,,,,
Finland,1,2003-05-22,1,0,,,,,
France,7,2003-05-22,6,0,,,,,
Germany,9,2003-05-22,9,0,,,,,
India,3,2003-05-22,3,0,,,,,
Indonesia,2,2003-05-22,2,0,,,,,
Italy,9,2003-05-22,9,0,,,,,
Kuwait,1,2003-05-22,1,0,,,,,
Malaysia,8,2003-05-22,5,2,,,,,
Mongolia,9,2003-05-22,8,0,,,,,
New Zealand,1,2003-05-22,1,0,,,,,
Philippines,12,2003-05-22,10,2,,,,,
Republic of Ireland,1,2003-05-22,1,0,,,,,
Republic of Korea,3,2003-05-22,2,0,,,,,
Romania,1,2003-05-22,1,0,,,,,
Singapore,206,2003-05-22,162,29,,,,,
South Africa,1,2003-05-22,0,1,,,,,
Spain,1,2003-05-22,1,0,,,,,
Sweden,3,2003-05-22,3,0,,,,,
Switzerland,1,2003-05-22,1,0,,,,,
Thailand,8,2003-05-22,5,2,,,,,
United Kingdom,4,2003-05-22,4,0,,,,,
United States,65,2003-05-22,33,0,,,,,
Viet Nam,63,2003-05-22,58,5,,,,,
Total,8046,2003-05-22,4210,682,,,,,
Australia,6,2003-05-23,6,0,,,,,
Brazil,2,2003-05-23,2,0,,,,,
Canada,140,2003-05-23,109,23,,,,,
China,5285,2003-05-23,2544,303,,,,,
"China, Hong Kong Special Administrative Region^4",1724,2003-05-23,1255,260,,,,,
"China, Macao Special Administrative Region",2,2003-05-23,0,0,,,,,
"China, Taiwan",538,2003-05-23,82,60,,,,,
Colombia,1,2003-05-23,1,0,,,,,
Finland,1,2003-05-23,1,0,,,,,
France,7,2003-05-23,6,0,,,,,
Germany,9,2003-05-23,9,0,,,,,
India,3,2003-05-23,3,0,,,,,
Indonesia,2,2003-05-23,2,0,,,,,
Italy,9,2003-05-23,9,0,,,,,
Kuwait,1,2003-05-23,1,0,,,,,
Malaysia,8,2003-05-23,5,2,,,,,
Mongolia,9,2003-05-23,8,0,,,,,
New Zealand,1,2003-05-23,1,0,,,,,
Philippines,12,2003-05-23,10,2,,,,,
Republic of Ireland,1,2003-05-23,1,0,,,,,
Republic of Korea,3,2003-05-23,2,0,,,,,
Romania,1,2003-05-23,1,0,,,,,
Singapore,206,2003-05-23,163,31,,,,,
South Africa,1,2003-05-23,0,1,,,,,
Spain,1,2003-05-23,1,0,,,,,
Sweden,3,2003-05-23,3,0,,,,,
Switzerland,1,2003-05-23,1,0,,,,,
Thailand,8,2003-05-23,5,2,,,,,
United Kingdom,4,2003-05-23,4,0,,,,,
United States,65,2003-05-23,33,0,,,,,
Viet Nam,63,2003-05-23,58,5,,,,,
Total,8117,2003-05-23,4326,689,,,,,
Australia,6,2003-05-24,6,0,,,,,
Brazil,2,2003-05-24,2,0,,,,,
Canada,140,2003-05-24,109,23,,,,,
China,5309,2003-05-24,2675,308,,,,,
"China, Hong Kong Special Administrative Region^4",1724,2003-05-24,1266,262,,,,,
"China, Macao Special Administrative Region",2,2003-05-24,0,0,,,,,
"China, Taiwan",538,2003-05-24,82,60,,,,,
Colombia,1,2003-05-24,1,0,,,,,
Finland,1,2003-05-24,1,0,,,,,
France,7,2003-05-24,6,0,,,,,
Germany,9,2003-05-24,9,0,,,,,
India,3,2003-05-24,3,0,,,,,
Indonesia,2,2003-05-24,2,0,,,,,
Italy,9,2003-05-24,9,0,,,,,
Kuwait,1,2003-05-24,1,0,,,,,
Malaysia,8,2003-05-24,5,2,,,,,
Mongolia,9,2003-05-24,8,0,,,,,
New Zealand,1,2003-05-24,1,0,,,,,
Philippines,12,2003-05-24,10,2,,,,,
Republic of Ireland,1,2003-05-24,1,0,,,,,
Republic of Korea,3,2003-05-24,2,0,,,,,
Romania,1,2003-05-24,1,0,,,,,
Singapore,206,2003-05-24,163,31,,,,,
South Africa,1,2003-05-24,0,1,,,,,
Spain,1,2003-05-24,1,0,,,,,
Sweden,3,2003-05-24,3,0,,,,,
Switzerland,1,2003-05-24,1,0,,,,,
Thailand,8,2003-05-24,5,2,,,,,
United Kingdom,4,2003-05-24,4,0,,,,,
United States,65,2003-05-24,33,0,,,,,
Viet Nam,63,2003-05-24,58,5,,,,,
Total,8141,2003-05-24,4468,696,,,,,
Australia,6,2003-05-26,6,0,,,,,
Brazil,2,2003-05-26,2,0,,,,,
Canada,148,2003-05-26,110,26,,,,,
China,5316,2003-05-26,2829,317,,,,,
"China, Hong Kong Special Administrative Region^5",1726,2003-05-26,1276,267,,,,,
"China, Macao Special Administrative Region",2,2003-05-26,0,0,,,,,
"China, Taiwan",585,2003-05-26,112,72,,,,,
Colombia,1,2003-05-26,1,0,,,,,
Finland,1,2003-05-26,1,0,,,,,
France,7,2003-05-26,6,0,,,,,
Germany,9,2003-05-26,9,0,,,,,
India,3,2003-05-26,3,0,,,,,
Indonesia,2,2003-05-26,2,0,,,,,
Italy,9,2003-05-26,9,0,,,,,
Kuwait,1,2003-05-26,1,0,,,,,
Malaysia,5,2003-05-26,3,2,,,,,
Mongolia,9,2003-05-26,8,0,,,,,
New Zealand,1,2003-05-26,1,0,,,,,
Philippines,12,2003-05-26,10,2,,,,,
Republic of Ireland,1,2003-05-26,1,0,,,,,
Republic of Korea,3,2003-05-26,2,0,,,,,
Romania,1,2003-05-26,1,0,,,,,
Singapore,206,2003-05-26,163,31,,,,,
South Africa,1,2003-05-26,0,1,,,,,
Spain,1,2003-05-26,1,0,,,,,
Sweden,3,2003-05-26,3,0,,,,,
Switzerland,1,2003-05-26,1,0,,,,,
Thailand,8,2003-05-26,6,2,,,,,
United Kingdom,4,2003-05-26,4,0,,,,,
United States,65,2003-05-26,33,0,,,,,
Viet Nam,63,2003-05-26,58,5,,,,,
Total,8202,2003-05-26,4662,725,,,,,
Australia,6,2003-05-27,6,0,,,,,
Brazil,2,2003-05-27,2,0,,,,,
Canada,148,2003-05-27,111,26,,,,,
China,5322,2003-05-27,2944,321,,,,,
"China, Hong Kong Special Administrative Region^4",1728,2003-05-27,1285,269,,,,,
"China, Macao Special Administrative Region",2,2003-05-27,0,0,,,,,
"China, Taiwan",596,2003-05-27,112,76,,,,,
Colombia,1,2003-05-27,1,0,,,,,
Finland,1,2003-05-27,1,0,,,,,
France,7,2003-05-27,6,0,,,,,
Germany,9,2003-05-27,9,0,,,,,
India,3,2003-05-27,3,0,,,,,
Indonesia,2,2003-05-27,2,0,,,,,
Italy,9,2003-05-27,9,0,,,,,
Kuwait,1,2003-05-27,1,0,,,,,
Malaysia,5,2003-05-27,3,2,,,,,
Mongolia,9,2003-05-27,9,0,,,,,
New Zealand,1,2003-05-27,1,0,,,,,
Philippines,12,2003-05-27,10,2,,,,,
Republic of Ireland,1,2003-05-27,1,0,,,,,
Republic of Korea,3,2003-05-27,2,0,,,,,
Romania,1,2003-05-27,1,0,,,,,
Singapore,206,2003-05-27,163,31,,,,,
South Africa,1,2003-05-27,0,1,,,,,
Spain,1,2003-05-27,1,0,,,,,
Sweden,3,2003-05-27,3,0,,,,,
Switzerland,1,2003-05-27,1,0,,,,,
Thailand,8,2003-05-27,6,2,,,,,
United Kingdom,4,2003-05-27,4,0,,,,,
United States,65,2003-05-27,32,0,,,,,
Viet Nam,63,2003-05-27,58,5,,,,,
Total,8221,2003-05-27,4787,735,,,,,
Australia,6,2003-05-28,6,0,,,,,
Brazil,2,2003-05-28,2,0,,,,,
Canada,149,2003-05-28,111,26,,,,,
China,5323,2003-05-28,3036,325,,,,,
"China, Hong Kong Special Administrative Region^4",1730,2003-05-28,1295,270,,,,,
"China, Macao Special Administrative Region",2,2003-05-28,0,0,,,,,
"China, Taiwan",610,2003-05-28,112,81,,,,,
Colombia,1,2003-05-28,1,0,,,,,
Finland,1,2003-05-28,1,0,,,,,
France,7,2003-05-28,6,0,,,,,
Germany,9,2003-05-28,9,0,,,,,
India,3,2003-05-28,3,0,,,,,
Indonesia,2,2003-05-28,2,0,,,,,
Italy,9,2003-05-28,9,0,,,,,
Kuwait,1,2003-05-28,1,0,,,,,
Malaysia,5,2003-05-28,3,2,,,,,
Mongolia,9,2003-05-28,9,0,,,,,
New Zealand,1,2003-05-28,1,0,,,,,
Philippines,12,2003-05-28,10,2,,,,,
Republic of Ireland,1,2003-05-28,1,0,,,,,
Republic of Korea,3,2003-05-28,2,0,,,,,
Romania,1,2003-05-28,1,0,,,,,
Singapore,206,2003-05-28,165,31,,,,,
South Africa,1,2003-05-28,0,1,,,,,
Spain,1,2003-05-28,1,0,,,,,
Sweden,3,2003-05-28,3,0,,,,,
Switzerland,1,2003-05-28,1,0,,,,,
Thailand,8,2003-05-28,6,2,,,,,
United Kingdom,4,2003-05-28,4,0,,,,,
United States,66,2003-05-28,32,0,,,,,
Viet Nam,63,2003-05-28,58,5,,,,,
Total,8240,2003-05-28,4891,745,,,,,
Australia,6,2003-05-29,6,0,,,,,
Brazil,2,2003-05-29,2,0,,,,,
Canada,151,2003-05-29,112,26,,,,,
China,5325,2003-05-29,3121,327,,,,,
"China, Hong Kong Special Administrative Region^4",1732,2003-05-29,1302,273,,,,,
"China, Macao Special Administrative Region",1,2003-05-29,0,0,,,,,
"China, Taiwan",660,2003-05-29,122,81,,,,,
Colombia,1,2003-05-29,1,0,,,,,
Finland,1,2003-05-29,1,0,,,,,
France,7,2003-05-29,6,0,,,,,
Germany,9,2003-05-29,9,0,,,,,
India,3,2003-05-29,3,0,,,,,
Indonesia,2,2003-05-29,2,0,,,,,
Italy,9,2003-05-29,9,0,,,,,
Kuwait,1,2003-05-29,1,0,,,,,
Malaysia,5,2003-05-29,3,2,,,,,
Mongolia,9,2003-05-29,9,0,,,,,
New Zealand,1,2003-05-29,1,0,,,,,
Philippines,12,2003-05-29,10,2,,,,,
Republic of Ireland,1,2003-05-29,1,0,,,,,
Republic of Korea,3,2003-05-29,2,0,,,,,
Romania,1,2003-05-29,1,0,,,,,
Singapore,206,2003-05-29,165,31,,,,,
South Africa,1,2003-05-29,0,1,,,,,
Spain,1,2003-05-29,1,0,,,,,
Sweden,3,2003-05-29,3,0,,,,,
Switzerland,1,2003-05-29,1,0,,,,,
Thailand,8,2003-05-29,6,2,,,,,
United Kingdom,4,2003-05-29,4,0,,,,,
United States,66,2003-05-29,32,0,,,,,
Viet Nam,63,2003-05-29,58,5,,,,,
Total,8295,2003-05-29,4994,750,,,,,
Australia,6,2003-05-30,6,0,,,,,
Brazil,2,2003-05-30,2,0,,,,,
Canada,159,2003-05-30,112,28,,,,,
China,5328,2003-05-30,3250,328,,,,,
"China, Hong Kong Special Administrative Region^4",1736,2003-05-30,1304,274,,,,,
"China, Macao Special Administrative Region",1,2003-05-30,0,0,,,,,
"China, Taiwan",667,2003-05-30,125,81,,,,,
Colombia,1,2003-05-30,1,0,,,,,
Finland,1,2003-05-30,1,0,,,,,
France,7,2003-05-30,6,0,,,,,
Germany,9,2003-05-30,9,0,,,,,
India,3,2003-05-30,3,0,,,,,
Indonesia,2,2003-05-30,2,0,,,,,
Italy,9,2003-05-30,9,0,,,,,
Kuwait,1,2003-05-30,1,0,,,,,
Malaysia,5,2003-05-30,3,2,,,,,
Mongolia,9,2003-05-30,9,0,,,,,
New Zealand,1,2003-05-30,1,0,,,,,
Philippines,12,2003-05-30,10,2,,,,,
Republic of Ireland,1,2003-05-30,1,0,,,,,
Republic of Korea,3,2003-05-30,3,0,,,,,
Romania,1,2003-05-30,1,0,,,,,
Singapore,206,2003-05-30,165,31,,,,,
South Africa,1,2003-05-30,0,1,,,,,
Spain,1,2003-05-30,1,0,,,,,
